filepath,description
COCO_val2014_000000047263,a man is outside by the road with a truck and a dog.
COCO_val2014_000000047316,the bedroom has green walls and white windows.
COCO_val2014_000000047361,a happy couple who finished their dinner at the restaurant.
COCO_val2014_000000047367,a dog tied to a fire hydrant.
COCO_val2014_000000047394,a baseball player swinging a bat at home plate.
COCO_val2014_000000047395,the sign is pointing in the direction of the bus route.
COCO_val2014_000000047425,a cat is playing with the feet of a person standing on a chair.
COCO_val2014_000000047435,a bag of food placed on the table outside.
COCO_val2014_000000047471,people flying kites on a beach by the sea.
COCO_val2014_000000047498,a man is holding a tennis racket on a court.
COCO_val2014_000000047511,"two women wearing glasses are sitting at a table with a notebook, pencil, and mobile phone."
COCO_val2014_000000047516,a few people are standing on the bus.
COCO_val2014_000000047524,a man is bending something with his hands.
COCO_val2014_000000047559,the view of the toilet from the next room.
COCO_val2014_000000047585,a man holding an umbrella is under a plump bride.
COCO_val2014_000000047596,a person checking documents while watching people board the bus.
COCO_val2014_000000047597,there is a large clock hanging in the bookstore.
COCO_val2014_000000047603,the bathroom has a black shower curtain and a mirror.
COCO_val2014_000000047611,the clock on the wall of the restaurant shows 6:10.
COCO_val2014_000000047624,children standing around the tennis court holding rackets.
COCO_val2014_000000047627,a naked woman wearing heels is on a bed in front of the curtains.
COCO_val2014_000000047632,there is a white ceramic sink with a single faucet and a white ceramic toilet in a dilapidated or demolished building.
COCO_val2014_000000047648,a bowl containing vegetables and a lemon.
COCO_val2014_000000047651,there is a toy placed next to a half-eaten cake.
COCO_val2014_000000047658,two slices of pizza placed on a paper plate.
COCO_val2014_000000047686,a woman holding a racket on the tennis court.
COCO_val2014_000000047713,"on the dusty shelf, there are a few figurines and empty bottles."
COCO_val2014_000000047718,"a view of a train entering a tunnel, taken from one of the vehicles."
COCO_val2014_000000047720,there is a coffee placed next to the panini sandwich on the counter.
COCO_val2014_000000047724,a dog is standing with a toy that has been placed on the ground.
COCO_val2014_000000047740,a man wearing shorts is lying on the beach.
COCO_val2014_000000047752,a hand is cutting pizza on a serving board.
COCO_val2014_000000047769,a small bar table and stool set by the window in the corner of the living room.
COCO_val2014_000000047775,the bathroom has brown and yellow accents.
COCO_val2014_000000047781,"on the bed, there is a lamp placed on the nightstand next to the bed."
COCO_val2014_000000047801,a man wearing glasses is taking a bite of cake.
COCO_val2014_000000047807,a wooden table with sliced ripe yellow bananas on it.
COCO_val2014_000000047819,a man standing next to a donkey loaded with a lot of luggage.
COCO_val2014_000000047828,the bridge in the distance is illuminated with lights of various colors.
COCO_val2014_000000047837,three people sitting around a table on a porch.
COCO_val2014_000000047873,the view from the diner's counter
COCO_val2014_000000047886,a man standing inside a building holding a stuffed toy.
COCO_val2014_000000047898,"a creek, illuminated by the setting sun, is flowing."
COCO_val2014_000000047938,there are some shoes reflected in the bathroom mirror.
COCO_val2014_000000047940,the stuffed animal is reading about other countries.
COCO_val2014_000000048014,a man walking his dog on the park's pathway.
COCO_val2014_000000048034,"a person skiing down the slope, with blue and red course markers in the background."
COCO_val2014_000000048037,the refrigerator is full of drinks and other things.
COCO_val2014_000000048044,a barefoot woman sitting at a table with a glass of wine and a computer.
COCO_val2014_000000048050,two stuffed animals on a wedding cake.
COCO_val2014_000000048067,a boat sailing in the sea with windmills in the background.
COCO_val2014_000000048104,a man riding on top of an elephant on the street.
COCO_val2014_000000048129,a photo of a man eating cake
COCO_val2014_000000048133,a person riding a snowboard on the surface of the snow
COCO_val2014_000000048169,a tennis player is swinging a racket and hitting the ball.
COCO_val2014_000000048185,"a bathroom with a large mirror, a small mirror, and a washbasin."
COCO_val2014_000000048196,a bus with advertisements painted on its sides.
COCO_val2014_000000048268,several zebras and antelopes were captured on the wildlife camera.
COCO_val2014_000000048273,various types of oranges are bundled together.
COCO_val2014_000000048281,a woman holding a vase.
COCO_val2014_000000048299,people are riding horses and herding cattle on the street.
COCO_val2014_000000048320,a young woman is holding a mobile phone.
COCO_val2014_000000048332,two people cutting a cake.
COCO_val2014_000000048358,there are wine glasses lined up on the counter.
COCO_val2014_000000048376,several zebras are standing close to each other.
COCO_val2014_000000048383,two elephants are interacting with each other inside the enclosure.
COCO_val2014_000000048396,a woman in a brown sweater holding a knife is standing next to a boy wearing a checkered shirt.
COCO_val2014_000000048419,a cat looking down at a person lying in bed.
COCO_val2014_000000048475,a laptop computer that is open and placed on a desk.
COCO_val2014_000000048504,"in the circus ring, there are a brown elephant and a gray elephant. the brown elephant is walking behind the gray elephant, and two trainers are standing nearby."
COCO_val2014_000000048530,a cat with green eyes is lying inside a duffel bag.
COCO_val2014_000000048546,the street corner where the signs for wadsworth street and amherst street can be seen is depicted.
COCO_val2014_000000048554,a group of children playing basketball and two other children riding skateboards.
COCO_val2014_000000048555,the jockeys on the beach are racing their horses.
COCO_val2014_000000048564,"on a snowy day, a young person wearing ski goggles is talking on a mobile phone."
COCO_val2014_000000048575,a woman is sitting at a table writing something.
COCO_val2014_000000048609,"people in a busy area, traffic, and traffic cones."
COCO_val2014_000000048636,the batter is trying to hit the baseball in the game.
COCO_val2014_000000048653,a man riding a snowboard flying through the air
COCO_val2014_000000048668,a man lying on a bed in the bedroom with the front of his shirt open.
COCO_val2014_000000048674,a person with a backpack is facing the wall.
COCO_val2014_000000048684,a few women are sitting at a table that has coffee and handmade craft tools on it.
COCO_val2014_000000048692,a fruit stand with bananas hanging and fruit displayed on the counter.
COCO_val2014_000000048708,a kitchen with a table in the center.
COCO_val2014_000000048719,broccoli with diced red bell peppers and cream sauce.
COCO_val2014_000000048728,a man standing in a field holding a bat.
COCO_val2014_000000048731,there are two dogs trying to catch a frisbee.
COCO_val2014_000000048738,a ram standing in the forest.
COCO_val2014_000000048739,he was taking a picture with his cell phone of her holding the baby.
COCO_val2014_000000048743,this is a baseball player running towards their teammates while smiling.
COCO_val2014_000000048786,"in the photo of the road, there are a radio antenna and a small part of a windshield, the brown slopes of a hill, a vanishing road, cyclists along it, near and far from the antenna, a signpost, vehicles, and a vast blue sky in the distance."
COCO_val2014_000000048791,a young woman is feeding a giraffe at the zoo.
COCO_val2014_000000048795,there is a folded piece of paper and a sticky note inside the book.
COCO_val2014_000000048840,two giraffes are standing together in an area with lush grass.
COCO_val2014_000000048844,the large green and white airplane on the runway.
COCO_val2014_000000048905,"a modern, small, and beautiful galley kitchen."
COCO_val2014_000000048907,sheep are grazing on the vast grassland.
COCO_val2014_000000048910,a narrow kitchen with beams on the ceiling continues into the family room.
COCO_val2014_000000048917,a parasail surfer is airborne above the board.
COCO_val2014_000000048956,a giraffe standing near rocks in an area enclosed by a fence.
COCO_val2014_000000049005,a baseball game taking place outdoors.
COCO_val2014_000000049006,"in the living room, there is a sofa, a table, and chairs."
COCO_val2014_000000049014,"a very large twa airplane is parked on the runway, and passengers are wandering around."
COCO_val2014_000000049048,people are standing and walking on the ground.
COCO_val2014_000000049060,four people standing outside a steam locomotive.
